Date,Outbound Post,Total Engagements (SUM),Post Likes And Reactions (SUM),Post Comments (SUM),Post Shares (SUM),Post Reach (SUM),Estimated Clicks (SUM)
2025-01-16,"Youth Connection through the Arts! Wendy Anderson from the Workhouse Arts Center will guide young artists ( ages 11- 18) in crafting scratch art featuring a tiger!. By etching into the dark surface, the artist will reveal light-colored lines to bring the tiger to life! 

February 5 I 1:00 PM - 2:30 PM
Dodea Quantico Middle High School

For more information, call 703.789.3458",0,0,0,0,132,0
2025-01-16,"The world has lost a true visionary. David Lynch, the legendary director behind some of the most groundbreaking and surreal films of our time, has passed away. From Eraserhead to Mulholland Drive, Lynch’s unique cinematic style changed the landscape of storytelling. He also brought Frank Herbert’s Dune to the big screen in 1984, crafting a version that, though polarizing, remains iconic in its boldness and ambition. His influence will continue to echo through film for generations.",0,0,0,0,127,0
2025-01-16,"🧶 New! Stitch Club at the CreateSpace Library🧵

We're starting a brand-new club at the CreateSpace! Gather with fellow textile enthusiasts to whip those WIPs (work-in-progress) into shape! Whether you're crocheting, knitting, sewing, embroidering, quilting, or working on any other textile project, this is the perfect place to connect with a community of makers.

📍 Where: CreateSpace Library (directly next-door to the Pacific Views Library)
🗓 When: Every 3rd Thursday each month (next meeting will be February 20th - we'll post a reminder!)
⏰ Time: 10am

Bring your current project, share ideas, get inspired, and make new friends while you work on your crafts. All skill levels are welcome!",32,27,1,4,2696,0
2025-01-16,"Next month, save the date! The Pacifica Senior Living Retiree Dinner is the perfect way to give back to veterans and the community ❤ Come have dinner and good conversation! Open to all active duty aboard Camp Pendleton. LOA provided. Email us today to sign up! Pensmp@usmc-mccs.org #smp #USMC #volunteer",1,0,0,1,188,0
2025-01-16,"Next month, save the date! The Pacifica Senior Living Retiree Dinner is the perfect way to give back to veterans and the community ❤ Come have dinner and good conversation! Open to all active duty aboard Camp Pendleton. LOA provided. Email us today to sign up! Pensmp@usmc-mccs.org #smp #USMC #volunteer",5,3,0,2,205,0
2025-01-16,"🍸 Calling all cocktail lovers! Join us for VALEN-TINI NIGHT at Dubber's Oaks. Sample 3 premium martinis, enjoy appetizers, and play to win prizes! Feb 12, 6PM. Just $10/person. Register: http://ms.spr.ly/6188U8lWg 
#ValentinesDay #Cocktails #DateNight",0,0,0,0,128,6
2025-01-16,"🚧 Car Wash Temporarily Closed 🚧

The Car Wash at Mokapu Marine Mart is currently closed for a water main repair. Thank you for your patience as we work to get things back up and running! Stay tuned for updates on their reopening. 🚗💦

#mccshawaii #MCBH #CarWash",0,0,0,0,585,0
2025-01-16,"🚨 Sled pushes = full-body firepower! Benefits include explosive strength, improved endurance, and serious calorie burn. 🔥
💡 Sample Workout: Push 3 sets of 65 feet (the length of two buses), rest 90 seconds, repeat. Add weight as you crush it! 🛷
Comment below—love them or hate them? 👇
👉 For more information, please go to MCCScp.com/hitt to learn more.
 #fitness #CampPendleton #HITT #semperfitcp #iamsemperfit #usmc",0,0,0,0,93,0
2025-01-16,"🚨 Sled pushes = full-body firepower! Benefits include explosive strength, improved endurance, and serious calorie burn. 🔥
💡 Sample Workout: Push 3 sets of 65 feet (the length of two buses), rest 90 seconds, repeat. Add weight as you crush it! 🛷
Comment below—love them or hate them? 👇
👉 For more information, please go to MCCScp.com/hitt to learn more.
 #fitness #CampPendleton #HITT #semperfitcp #iamsemperfit #usmc",5,5,0,0,244,0
2025-01-16,"The scholarship application is now open for the 2025-2026 Academic Year!

The Marine Corps Scholarship Foundation is now accepting scholarship applications from January 1st to March 1st.

New applicants: Check your eligibility and apply today.
Returning students: Submit your renewal application to continue receiving funding.

Apply now: mcsf.org/apply 
For questions, contact scholarship@mcsf.org or call the Help Desk at 866-496-5462.",3,2,0,1,455,0
2025-01-16,Less than a month until Valentine's Day! 💞 Do you have your date outfit picked out yet? Your MCX has great styles that'll have you head over heels 👠 - shop today! 🛍,4,4,0,0,822,0
2025-01-16,Big thanks to Grocery Outlet for generously stocking our 24/7 access SMP lounge with extra food and snacks! Your support helps keep our MWTC Marines fueled and ready for the snowy season ahead. We’re grateful for your friendship with our Marine community! 🏔️,33,31,2,0,336,0
2025-01-16,"Registration is now open for the 2025 Intramural Soccer season! Register your unit now to earn points for the Na Koa Commander's Cup! The season will begin on Monday, March 31st, so please register your team by Tuesday, March 25th. 
Please reach out to the Intramural Sports Coordinator, Grace Glaeser if you have any questions. (808)254-7590 or grace.glaeser@usmc-mccs.org",0,0,0,0,277,0
2025-01-16,"MCCS Headquarters, Quantico, VA, is looking to fill a multiple
positions!

-PROGRAM ANALYST NF4 
( Job ID: 71525 https://lnkd.in/enaT5_yf )

-EDITOR/WRITER NF4 
( Job ID: 71509 https://lnkd.in/eqqEsHjV )

To learn more about the position and minimum qualifications, please visit https://lnkd.in/ehr5X92 

#MCCS #itmatterswhereyouwork #nowhiring  #marineandfamily #marineandfamilyprograms #MarineCorpsCommunityServices #editor #writer #programanalyst #quantico",10,6,0,4,1286,0
2025-01-16,This message has no text.,0,0,0,0,0,0
2025-01-16,This message has no text.,0,0,0,0,0,0
2025-01-16,"Martin Luther King Jr. Day Day | Holiday Hours of Operation for January 20, 2025

Marine Corps Community Services activities will close in observance of Martin Luther King Jr. Day, with the following exceptions.

#mcrd #mcrdsandiego #martinlutherkingjr #holidayhours",3,2,0,1,2074,0
2025-01-16,"📣 DirecTax Is Open at MCX Exchange 💵 

Tax season is here, and Direct Tax Service is ready to help you tackle it with ease. Conveniently located inside the MCX Main Exchange near the Electronics Department, their friendly team is here to make filing stress-free.

Hours of Operation:
Monday – Saturday: 0900-1800
Sunday: 1000-1400

Let’s get those refunds rolling!

#MCXHawaii #DirecTax #MCBH #TaxSeason #TaxFiling",0,0,0,0,267,0
2025-01-16,This message has no text.,2,2,0,0,787,0
2025-01-16,This message has no text.,1,1,0,0,787,0
2025-01-16,"✨Thank you to everyone who made it out to our L.I.N.K.S Vision Board Making Workshop this morning! 

We hope you had a great time, and can’t wait to see you at our next event 😬",12,12,0,0,450,0
2025-01-16,This message has no text.,13,11,0,2,2014,0
2025-01-16,This message has no text.,0,0,0,0,113,0
2025-01-16,This message has no text.,0,0,0,0,113,0
2025-01-16,This message has no text.,0,0,0,0,113,0
2025-01-16,This message has no text.,0,0,0,0,113,0
2025-01-16,💙💙💙 November Company Families had the opportunity to meet and dine with the Drill Instructors responsible for transforming their sons and daughters into United States Marines!!!💙💙💙,405,378,15,12,23658,0
2025-01-16,This message has no text.,6,6,0,0,3380,0
2025-01-16,This message has no text.,5,5,0,0,3380,0
2025-01-16,"For the FIRST TIME EVER - save 20% on your FIRST DAY's purchases when you open a Military Star account! 🤯 

🌟 This offer extends TODAY through Jan 23, and *can* be combined with exchange sales and other Military Star promotions.

What're you waiting for?! Apply now and start saving at the link below 👇 💳",2,1,1,0,313,0
2025-01-16,MCRD Parris Island Recruit Families added a new photo.,9,9,0,0,3380,0
2025-01-16,This message has no text.,4,4,0,0,3380,0
2025-01-16,MCRD Parris Island Recruit Families added a new photo.,5,5,0,0,3380,0
2025-01-16,This message has no text.,8,8,0,0,3380,0
2025-01-16,MCRD Parris Island Recruit Families added a new photo.,14,14,0,0,3380,0
2025-01-16,"Two Vitamin Waters for $3.50? Now that’s a refreshing deal! 🥤 Hurry, grab yours at your MCX today! 🌴🍋",4,4,0,0,413,0
2025-01-16,"Found & Rehidden: the cutest little Rudolph Rock. 
Please let us know if you found this sweet gem! Great Job Lori!

#kindnessrocks #kindnessrocksproject #OBrocks",24,24,0,0,2207,0
2025-01-16,"Join MCCS Okinawa - Tours+  for the Comic Con Osaka Tour May 1–4 and immerse yourself in a world of cosplay, exclusive panels and epic pop culture moments! 🤩 

➡️For more information call 098-971-3502, email tours@okinawa.usmc-mccs.org or visit www.okinawa.usmc-mccs.org/tours.",16,13,0,3,2199,0
2025-01-16,This message has no text.,0,0,0,0,1104,0
2025-01-16,This message has no text.,0,0,0,0,1104,0
2025-01-16,"Slow down now 😮‍💨✋

All jokes aside…our next Learn to Sail class is coming up Jan 25-26! We promise we know what we’re doing. 😁👀

📍Del Mar Marina, Camp Pendleton, CA",60,46,2,12,2800,0
2025-01-16,Please keep in mind that all MCCS Okinawa Libraries will be closing an hour early today and next Tuesday!,2,2,0,0,235,0
2025-01-16,"In observance of Martin Luther King Jr. Day, the MCCS Education Centers will have adjusted business hours as follows.",1,1,0,0,160,0
2025-01-16,This message has no text.,0,0,0,0,0,0
2025-01-16,"ZERO DARK DIRTY®
Don't be afraid of the DARK!!!!
Assemble for Zero Dark Dirty® and test your running and agility skills. The course offers various obstacles and the challenge of running at night!
REGISTRATION NOW OPEN!!!!!
Link above to register!!!!
 #zerodarkdirty #obstaclerun #obstacle #obstacles #hill #medal #trail #trailrunning #trailrun #challenges #marines #Pendleton #camppendleton #marinescorps #running #Camp #run #activeduty",0,0,0,0,182,0
2025-01-16,This message has no text.,0,0,0,0,0,0
2025-01-16,This message has no text.,0,0,0,0,0,0
2025-01-16,📢 Attention MCCS Marine Corps Community📢,1,1,0,0,316,0
2025-01-16,"Exciting news! 🎉 The Camp Foster Typhoon Motors is reopening February 1 in a brand-new location behind the Commissary at Bldg. 5613. Visit our website for more details, and we’ll see you soon! 🚗✨ www.okinawa.usmc-mccs.org/typhoonmotors",16,15,0,1,1615,0
2025-01-16,"Experience the thrill of traditional Okinawan bullfighting! 🐂🔥　

Witness the power and agility of these magnificent animals as they compete in a spectacle of strength and skill.

Date: February 9th (Sunday)
Time: 11:30 AM - 5:00 PM
Price: Adult (Male): $42, (Female): $35, 
Child (12-17): $26, (5-11): $10, (4 & under) Free.

Limited spots available! Book your enchanting evening now.✨
For more information and sigh up: 
🌐 ",8,5,1,2,506,0
2025-01-16,Happy Martin Luther King Jr. Day!! MCFTB office hours have been adjusted! Hope you enjoy and have a safe weekend!,1,1,0,0,233,0
2025-01-16,This message has no text.,0,0,0,0,0,0
2025-01-16, @RILEY.TEJCEK,0,0,0,0,0,0
2025-01-17,"Ring in the New Year with Resolutions & Rewards! 

What’s your New Year’s Resolution? Share it with us on Tri-Command Single Marine & Sailor Program Facebook or Instagram, and you’ll be entered to win exciting prizes! 

How to Enter:
1️⃣ Comment your resolution on our post on December 31st. 
2️⃣ Each comment = 1 entry in our giveaway.

Save the Date:
Join us LIVE on January 3, 2025, as we announce the winners and kick off 2025 together!

Facebook: http://ms.spr.ly/6182WFNOA
Instagram: http://ms.spr.ly/6183WFNO7

Open to Active Duty only.",0,0,0,0,13,0
2025-01-17,"Interested in having dinner with your new Marine's Drill Instructors? Want to find out all the fun stories from recruit training straight from the source? Make your reservation at https://mccs-sc.ticketspice.com/command-dinner

Details:
📍 Lyceum - 18 Tripoli Street
🕓 Command Reception : 4:00 PM - 4:30 PM
🕓 Family Day Command Dinner: 4:30 PM - 6:30 PM",21,20,1,0,5442,0
2025-01-17,Revisit your budget to ensure you’re on track with your financial goals. Small adjustments now can lead to big rewards later. 💰 It is time to get financially fit!,1,1,0,0,66,3
2025-01-17,A little financial adjustment today can lead to big savings tomorrow! 💰 Head over to the Learn More 🔗 in our bio for all the details. ,3,3,0,0,54,0
2025-01-17,A little financial adjustment today can lead to big savings tomorrow! 💰  ,0,0,0,0,944,7
2025-01-17,"💪 Get ready! Semper Fit is EXPANDING, with plans to hire 300 program specialists (across all installations) in the coming year.

That means more athletic trainers, dieticians, strength & conditioning coaches, sleep educators, mental skills coaches, and other positions to support our Warrior Athlete Readiness and Resilience Centers (WARR). At Camp Pendleton, that means you may start seeing an increased coaching presence in our northern areas, and more opportunities available at our main fitness centers. 😉 

Learn more about Marine Corps Total Fitness, our integrated prevention strategy, at the link below! 👇",72,62,4,6,10394,0
2025-01-17,Revisit your budget to ensure you’re on track with your financial goals. Small adjustments now can lead to big rewards later. 💰 It is time to get financially fit!,0,0,0,0,231,6
2025-01-17,"Are you looking for a comfortable and relaxing hotel while you're visiting Parris Island? What are you waiting for?! Call the Inns of the Corps OR Irby's Inn and book your room today!

For helpful travel information visit https://southcarolina.usmc-mccs.org/recruit-families/travel-accommodations",9,8,1,0,2511,0
2025-01-17,Download the Parris Island Family Day App before you arrive! https://mccs-info.com/3LyxcvQ,14,9,0,5,1746,0
2025-01-17,Revisit your budget to ensure you’re on track with your financial goals. Small adjustments now can lead to big rewards later. 💰 It is time to get financially fit!,9,5,0,4,3108,55
2025-01-17,A little financial adjustment today can lead to big savings tomorrow! 💰 Head over to the Learn More 🔗 in our bio for all the details. ,3,3,0,0,147,0
2025-01-17,"The MCAS Iwakuni Sprint Triathlon is back for its 36th iteration! Start training today to compete in the 350M swim, 12K bike, and 4.5K run! 🏊🏻‍♀️🚴🏽‍♀️🏃🏼‍♂️
Registration is now open. 
https://iwakuni.usmc-mccs.org/mcas-iwakuni-sprint-triathlon
#competitiveeventsiwakuni",21,19,0,2,1440,0
2025-01-17,"Ready to explore the hidden wonders beneath Yamaguchi? Join us on February 15 for an exciting day trip to Akiyoshido Cave and Safari Land in Mine City! 🦇🏞️ Discover the magic of Japan's most breathtaking limestone cave and embark on a thrilling cruise through the wildlife zone. Afterward, enjoy free time at the petting zoo and kid’s safari area. Spots are limited, so secure yours now and get ready for an epic adventure!
#ittiwakuni",1,0,1,0,226,0
2025-01-17,"🚨 Hurry, 70% of spots are SOLD OUT for the 17.75K! 🚨

Don’t miss your chance to run the 17.75K LIVE and secure exclusive access into the 50th Marine Corps Marathon before registration opens to the public! 🏃‍♂️🏃‍♀️

Register here: https://register.hakuapp.com/?event=b7fb932fb53e958b7977

Secure your spot today and be part of the action! 💥",91,71,8,12,17562,0
2025-01-17,"🚨 Hurry, 70% of spots are SOLD OUT for the 17.75K! 🚨

Don’t miss your chance to run the 17.75K LIVE and secure exclusive access into the 50th Marine Corps Marathon before registration opens to the public! 🏃‍♂️🏃‍♀️

Register today: https://register.hakuapp.com/?event=b7fb932fb53e958b7977",10,5,3,2,51697,28
2025-01-17,"🚨 Hurry, 70% of spots are SOLD OUT for the 17.75K! 🚨

Don’t miss your chance to run the 17.75K LIVE and secure exclusive access into the 50th Marine Corps Marathon before registration opens to the public! 🏃‍♂️🏃‍♀️

Register here: https://register.hakuapp.com/?event=b7fb932fb53e958b7977

Secure your spot today and be part of the action! 💥",503,477,6,20,8561,14
2025-01-17,"⚾️ Batter up! 🥎 Join us for an exciting Youth Sports Baseball and Softball season from March 24 to May 16! Whether you’re a seasoned player or just starting out, this is your chance to hit it out of the park. Open to kids of all skill levels. Let’s play ball and make some unforgettable memories! 

Registration is now available, so get your spots today. 
Softball: https://iwakuni.usmc-mccs.org/youth-sports-softball-season
Baseball: https://iwakuni.usmc-mccs.org/youth-sports-baseball-season
#youthsportsiwakuni",14,6,0,8,1444,0
2025-01-17,"Want to try something new? Be on the lookout for the MCCS Food Trucks La Cocina and Island Grindz as they travel to different Marine Corps camps to bring you something delicious every day! 

🌮 La Cocina offers authentic and delicious street tacos, burritos, chips and salsa! 

🌺 Island Grindz offers classic Hawaiian plate lunches such as garlic shrimp, Huli Huli chicken and more! 

Check out the schedule and menu here, www.okinawa.usmc-mccs.org/foodtrucks",14,13,0,1,2700,0
2025-01-17,MCCS Okinawa added a new photo.,1,1,0,0,450,0
2025-01-17,MCCS Okinawa added a new photo.,1,1,0,0,450,0
2025-01-17,MCCS Okinawa added a new photo.,1,1,0,0,450,0
2025-01-17,MCCS Okinawa added a new photo.,1,1,0,0,450,0
2025-01-17,MCCS Okinawa added a new photo.,1,1,0,0,450,0
2025-01-17,MCCS Okinawa added a new photo.,1,1,0,0,450,0
2025-01-17,"🐋 Whale Watching Adventures Await! 

Experience the magic of whale watching in the crystal-clear waters of the East China Sea.🛥️✨

Witness the awe-inspiring power of these magnificent creatures as they breach the surface.

Enjoy breathtaking ocean views and the refreshing sea breeze. 🌊

Book your unforgettable adventure today!🐳🩵

🗓️Date: February 2nd (Sunday), 22nd (Saturday), and 23rd (Sunday).
⏰Time: 8:00 AM - 1:00 PM
🎟️Adult: $58   Child (3-11): $45

*Children aged 2 and under are not allowed

Limited spots available! Book your enchanting evening now.✨
For more information and sigh up: 
📞098-971-3502
🌐 ",2,0,2,0,296,0
2025-01-17,"🌹VALENTINE'S DAY SUNSET DINNER CRUISE 🌹

Set Sail for Romance!🛳️💕

Indulge in a captivating sunset dinner cruise with your loved one. Savor a delectable meal while enjoying live music and breathtaking coastal views. Create unforgettable memories as you glide along the water.

Date:  Friday, February 14th, 2025
Time: 18:00- 22:30 
Price : $185 per couple 

Limited spots available! Book your enchanting evening now.
For more information and sigh up: 
📞098-971-3502
🌐 ",0,0,0,0,246,0
2025-01-17,This message has no text.,0,0,0,0,722,0
2025-01-17,This message has no text.,0,0,0,0,722,0
2025-01-17,"Marines, the 96-weekend is here! Drink Smart, Stay Safe—MCCS Clubs Have You Covered. 

Visit our website for club locations and hours www.okinawa.usmc-mccs.org/clubs",29,27,0,2,5443,0
2025-01-17,"MCAGCC 29 Palms, CA, is looking to fill a Guest Services Representative NF2 position!

Registers guests and assigns rooms. Acts as central liaison between registered guests and lodging personnel. Issues room keys and escorts guests to rooms when necessary.

To learn more about the position and minimum qualifications, please visit https://lnkd.in/ehr5X92. (Job ID: 71478 https://lnkd.in/eZwrbw3t)




#MCCS 
#itmatterswhereyouwork 
#nowhiring 
#marineandfamily 
#marineandfamilyprograms 
#MarineCorpsCommunityServices 
#29Palms 
#california",4,3,0,1,432,0
2025-01-17,"Witness the breathtaking beauty of thousands of lanterns illuminating the night sky. 🏮✨

Experience the Magic of the Ryukyu Kingdom
Step back in time and immerse yourself in the enchanting world of the Ryukyu Kingdom at the Murasaki Mura. 🐉

🗓️Saturday , February 15th

Enjoy delicious local food, stunning projections, and a nostalgic atmosphere.🫧
For more information or to sign up: 
📞098-971-3502
🌐 ",0,0,0,0,0,0
2025-01-17,This message has no text.,27,23,3,1,1175,0
2025-01-17,Unveiling our 50th Anniversary logo!,1539,1434,57,48,28192,0
2025-01-17,"🥇 Competing against the world’s best, Maj Thomas and MSgt Cajina demonstrated on a world stage that the Marine Corps doesn’t just train warriors—the Corps inspires leaders.",34,14,2,18,2734,242
2025-01-17,"🥇 Competing against the world’s best, Maj Thomas and MSgt Cajina demonstrated on a world stage that the Marine Corps doesn’t just train warriors—the Corps inspires leaders. 

Head on over to the Learn More 🔗 in our bio for the full story. ",14,13,0,1,356,0
2025-01-17,"🥇 Competing against the world’s best, Maj Thomas and MSgt Cajina demonstrated on a world stage that the Marine Corps doesn’t just train warriors—the Corps inspires leaders. ",1,1,0,0,944,5
2025-01-17,"Touch down 🏈 deals! Save BIG on electronics until 11 February. 

View online 🔗 https://www.e-digitaleditions.com/i/1530894-2025-super-bowl/0",7,5,0,2,403,1
2025-01-17,"Touch down 🏈 deals! Save BIG on electronics until 11 February. 

View online 🔗 https://www.e-digitaleditions.com/i/1530894-2025-super-bowl/0",0,0,0,0,141,2
2025-01-17,"Touch down 🏈 deals! Save BIG on electronics until 11 February. 

View online 🔗 http://ms.spr.ly/6181UDIsP",6,4,0,2,1440,68
2025-01-17,"⚽️🏀🏈 MCRD San Diego’s CG Cup Sports offers an opportunity for individuals to compete in a variety of athletic events to promote quality of life and combat readiness. All CG Cup events are open to MCRD active duty, Spouses of MCRD active duty and DoD employees aboard the Depot (permanent personnel). 

Make sure to take note of the registration deadlines and start dates for each sport event!

MCCS MCRD SD - Semper Fit

#mcrd #mcrdsandiego #cgcup #sports",3,3,0,0,1707,0
2025-01-17,"PCS 101 (Attn Military Families!) correction while mentioning the Interstate Compact ALSO APPLIES TO military kids in DoDEA schools therefore, public, charter and DoDEA schools fall under this beneficial program/agreement...bfrt_efmp@usmc.mil or 843-228-EFMP/3367
.
.
.
.
.
School Liaison Program - MCCS SCMCFTB MCAS Beaufort - MCCS SCMCFTB MCRD ERR - MCCS South CarolinaDodea Bolden Elementary Middle SchoolDodea Elliott Elementary School#PcSetup#PCS#pcsing",6,3,2,1,39,0
2025-01-17,Success with your next move to a new duty station?  Learn strategies and tricks and know where to utilize the resources at your fingertips!,0,0,0,0,0,0
2025-01-17,This message has no text.,0,0,0,0,854,0
2025-01-17,This message has no text.,0,0,0,0,854,0
2025-01-17,"🚤🌊 Ready to set sail? 🌊🚤

The Learn to Sail class is starting soon, and it's the perfect opportunity to get out on the water and master the art of sailing! 🏄‍♂️ Whether you're a complete beginner or looking to refresh your skills, this class is for YOU.

🗓 Class Dates: February 22, February 23 & March 2
Don't miss out — we’ve got a few spots left! ⏳

Spaces are filling up fast, so sign up today and start your sailing adventure with expert instructors, a fun crew, and plenty of hands-on experience. 🛥️

#LearnToSail #SailingAdventure #GetOutOnTheWater #SailingClass #ExploreTheSeas",0,0,0,0,128,0
2025-01-17,"MCCS 29 Palms is currently hiring a Seasonal Sales Associates (time: flexible). Get full details and apply at: https://tinyurl.com/mccs29palmsjob 

Make sure to select ""MAGTFTC 29 Palms"" as the location in the left column. 

Job title: 71493 SALES ASSOCIATE NF1 (SEASONAL)
Salary: $16.00 per hour",2,1,0,1,649,0
2025-01-17,"📣 Attention MWTC Community

Here are the MLK Jr. Holiday Hours for our MCCS Facilities. Please plan your visits accordingly, thank you!",1,0,0,1,203,0
2025-01-17,"🏹 🎯 Ready to test your skills? The Frogman 3D Bowhunters Challenge & 5K Trail Run is March 22, 2025.

Experience the ultimate archery challenge in a real woods environment with 31 targets and 15 bow classes including Compound, Recurve and Longbow. Categories for all ages—from Pee Wee to Adult. 

👉 Challenge yourself. REGISTER TODAY BEFORE THE PRICE INCREASE ON MONDAY JANUARY 20 to lock in your spot!
https://runsignup.com/Race/NC/Jacksonville/Frogman3DBowhuntersChallenge5kTrailRun 

#FrogmanChallenge #Archery #Bowhunters

No federal or DoD endorsement implied.",7,7,0,0,2929,0
2025-01-17,"Time for a deal! ⌚ Get 20% OFF stylish watches that elevate every outfit. Upgrade your wrist game today. 🕙 Only at your MCX!
More deals here: https://digital.mcxads.com/marine-corps-total-fitness-2025",3,3,0,0,567,0
2025-01-17,"📚 Library Closure Notice 📚

In observance of Martin Luther King Jr. Day, our library will be closed on Monday, January 20th. Regular hours and operations will resume on Tuesday, January 21st. 

Thank you for your patience!",0,0,0,0,174,0
2025-01-17,PE Fitness is BACK!📣 It's a new school year and we are ready to come out and show our support to local students! 🙌 Help us put on a mini boot camp at an elementary school. Next event is February 7th and we need volunteers! LOA and lunch always provided 😊 Hit us up to sign up or learn more at Pensmp@usmc-mccs.org #smp #volunteer #USMC #recreation,1,0,0,1,454,0
2025-01-17,PE Fitness is BACK!📣 It's a new school year and we are ready to come out and show our support to local students! 🙌 Help us put on a mini boot camp at an elementary school. Next event is February 7th and we need volunteers! LOA and lunch always provided 😊 Hit us up to sign up or learn more at Pensmp@usmc-mccs.org #smp #volunteer #USMC #recreation,9,7,0,2,271,0
2025-01-17,Sign up now for this year's Valentine's Day Dinner. It's sure to be a wonderfully romantic evening.,3,2,0,1,0,0
2025-01-17,This message has no text.,0,0,0,0,189,0
2025-01-17,This message has no text.,0,0,0,0,189,0
2025-01-17,This message has no text.,0,0,0,0,189,0
2025-01-17,This message has no text.,0,0,0,0,0,0
2025-01-17,"✈️ Flashback Friday: Soaring Through the Memories! 🚀

The 2022 Kaneohe Bay Air Show was plane amazing, with jet-setting stunts and winged wonders that left us in awe! From sky-high maneuvers to supersonic showcases, it was an event that truly took off.

Get ready to fuel your excitement for the 2025 Kaneohe Bay Air Show, returning August 9-10, 2025! Featuring the U.S. Navy Blue Angels and the F-22 Raptor Demo Team, this show will be breaking barriers and delivering high-flying thrills once again. 🛩️

Fasten your seatbelts for another unforgettable flight!

Follow our official Kaneohe Bay Air Show Facebook and Instagram pages:
facebook.com/kbayairshow
instagram.com/kbayairshow

#flashbackfriday #fbf #kaneohebayairshow #kbayairshow #mccshawaii #mcbhawaii #mcbhawaii",3,2,0,1,627,0
2025-01-17,This message has no text.,0,0,0,0,63,0
2025-01-17,This message has no text.,1,0,0,1,63,0
2025-01-17,This message has no text.,0,0,0,0,63,0
2025-01-17,This message has no text.,1,0,0,1,63,0
2025-01-17,This message has no text.,0,0,0,0,63,0
2025-01-17,This message has no text.,0,0,0,0,63,0
2025-01-17,This message has no text.,0,0,0,0,63,0
2025-01-17,This message has no text.,1,0,0,1,63,0
2025-01-17,This message has no text.,0,0,0,0,63,0
2025-01-17,This message has no text.,1,0,0,1,63,0
2025-01-17,This message has no text.,0,0,0,0,0,0
2025-01-17,"Yay it’s Friday! Enjoy your day with some of our freshly pop buttered popcorn and your favorite candy and watch our First Showings of MUFASA: THE LION KING at 4pm and SONIC THE HEDGEHOG 3 at 6:30pm today at Sunset Cinema.

For our movie schedule, check out our website:  https://www.navymwr.org/programs/motion-pictures/theaters?id=ca14ee35-a359-4819-a279-3f5c9e82f98a",6,4,0,2,1253,0
2025-01-17,"Zero Dark Dirty - Jan. 24th 6pm Assemble for Zero Dark Dirty and test your running and agility skills. The course offers various obstacles and the challenge of running at night! Don't be Afraid of the Dark!!!!  REGISTER NOW www.
 mccscp.com/hcrs",1,1,0,0,142,0
2025-01-17,"ADOPT A PLOT!
Ready to grow your own produce? 🥕 We have garden plots available for adoption! Sign up today to claim your space and start planting. 🌿 Learn more: Stop by the library or call 808-254-7624 #communitygarden",14,10,4,0,433,0
2025-01-17,"Zero Dark Dirty - Jan. 24th 6pm Assemble for Zero Dark Dirty and test your running and agility skills. The course offers various obstacles and the challenge of running at night! Don't be Afraid of the Dark!!!! REGISTER NOW www.
 mccscp.com/hcrs",3,3,0,0,240,0
2025-01-17,This message has no text.,0,0,0,0,627,0
2025-01-17,This message has no text.,0,0,0,0,627,0
2025-01-17,"Due to forecasted inclement weather, MCCS services & activities at MCB Camp Lejeune & MCAS New River will close at 1 PM on Jan 21, with these exceptions: Child Development Centers will be open until 3 PM. The Camp Lejeune & MCAS New River MCX & Marine Marts will close at 3 PM. https://t.co/9fn7tSdygh",30,4,0,26,35201,0
2025-01-17,"Due to forecasted inclement weather beginning the afternoon of Tuesday, January 21, MCCS services and activities at MCB Camp Lejeune and MCAS New River will close at 1:00 PM on January 21, with the following exceptions: Child Development Centers will remain open until 3:00 PM to allow parents time to pick up children. The Camp Lejeune MCX, MCAS New River MCX, and all Marine Marts will also close at 3:00 PM.

MCCS employees: Contact your supervisors for reporting instructions. 

Please continue to monitor our social media channels and website for updates on weather conditions and further closures.",371,155,17,199,31154,0
2025-01-17,"Due to forecasted inclement weather beginning the afternoon of Tuesday, January 21, MCCS services and activities at MCB Camp Lejeune and MCAS New River will close at 1:00 PM on January 21, with the following exceptions: Child Development Centers will remain open until 3:00 PM to allow parents time to pick up children. The Camp Lejeune MCX, MCAS New River MCX, and all Marine Marts will also close at 3:00 PM.
 
MCCS employees: Contact your supervisors for reporting instructions.
 
Please continue to monitor our social media channels and website for updates on weather conditions and further closures.",42,29,0,13,917,0
2025-01-17,"Need another layer to combat the cold weather? 🌬❄️ Your MCX has you ""covered!"" Enjoy 20% off Hurley & Vans and get more for less! 🛍",3,3,0,0,623,0
2025-01-17,"Due to forecasted inclement weather beginning the afternoon of Tuesday, January 21, MCCS services and activities at MCB Camp Lejeune and MCAS New River will close at 1:00 PM on January 21, with the following exceptions: Child Development Centers will remain open until 3:00 PM to allow parents time to pick up children. The Camp Lejeune MCX, MCAS New River MCX, and all Marine Marts will also close at 3:00 PM.

MCCS employees: Contact your supervisors for reporting instructions. 

Please continue to monitor our social media channels and website for updates on weather conditions and further closures.",0,0,0,0,0,0
